C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\center_2023_06_19_22_04_58_723.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\left_2023_06_19_22_04_58_723.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\right_2023_06_19_22_04_58_723.jpg,0,1,0,6.762121
C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\center_2023_06_19_22_04_58_792.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\left_2023_06_19_22_04_58_792.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\right_2023_06_19_22_04_58_792.jpg,0,1,0,7.674099
C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\center_2023_06_19_22_04_58_864.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\left_2023_06_19_22_04_58_864.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\right_2023_06_19_22_04_58_864.jpg,0,1,0,8.353499
C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\center_2023_06_19_22_04_58_937.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\left_2023_06_19_22_04_58_937.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\right_2023_06_19_22_04_58_937.jpg,-0.1,1,0,9.251003
C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\center_2023_06_19_22_04_59_008.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\left_2023_06_19_22_04_59_008.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\right_2023_06_19_22_04_59_008.jpg,-0.3,1,0,10.11922
C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\center_2023_06_19_22_04_59_079.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\left_2023_06_19_22_04_59_079.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\right_2023_06_19_22_04_59_079.jpg,0,1,0,10.75249
C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\center_2023_06_19_22_04_59_153.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\left_2023_06_19_22_04_59_153.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\right_2023_06_19_22_04_59_153.jpg,0,1,0,11.7216
C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\center_2023_06_19_22_04_59_222.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\left_2023_06_19_22_04_59_222.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\right_2023_06_19_22_04_59_222.jpg,-0.15,1,0,12.02772
C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\center_2023_06_19_22_04_59_298.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\left_2023_06_19_22_04_59_298.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\right_2023_06_19_22_04_59_298.jpg,-0.35,1,0,13.10824
C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\center_2023_06_19_22_04_59_374.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\left_2023_06_19_22_04_59_374.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\right_2023_06_19_22_04_59_374.jpg,0,1,0,13.89586
C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\center_2023_06_19_22_04_59_443.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\left_2023_06_19_22_04_59_443.jpg,C:\Users\rzuniga\Documents\udacity_data\track_1\IMG\right_2023_06_19_22_04_59_443.jpg,-0.05,1,0,14.64544
